,activity,fatal_(y/n)
5124,,no
5125,,no
5126,,yes
5127,,yes
5128,swimming,no
5129,swimming,no
5130,surfing,no
5131,,no
5132,,no
5133,fishing,no
5134,surfing,no
5135,swimming,no
5136,swimming,yes
5137,swimming,yes
5138,swimming,no
5139,swimming,yes
5140,swimming,no
5141,,yes
5142,swimming,no
5143,boat,no
5144,,yes
5145,swimming,yes
5146,swimming,yes
5147,fishing,no
5148,swimming,no
5149,swimming,no
5150,swimming,yes
5151,,no
5152,swimming,no
5153,swimming,yes
5154,swimming,no
5155,,no
5156,,yes
5157,fishing,no
5158,swimming,yes
5159,swimming,unknown
5160,,yes
5161,,no
5162,,no
5163,fishing,no
5164,fishing,no
5165,swimming,no
5166,,no
5167,,no
5168,swimming,no
5169,swimming,yes
5170,swimming,yes
5171,swimming,no
5172,swimming,no
5173,swimming,no
5174,fishing,yes
5175,,no
5176,swimming,yes
5177,swimming,no
5178,swimming,no
5179,,no
5180,fishing,no
5181,fishing,no
5182,,no
5183,swimming,yes
5184,,no
5185,swimming,no
5186,swimming,no
5187,fishing,no
5188,swimming,no
5189,swimming,no
5190,swimming,yes
5191,swimming,no
5192,swimming,yes
5193,swimming,no
5194,fishing,yes
5195,,yes
5196,fishing,no
5197,boat,no
5198,fishing,no
5199,swimming,no
5200,fishing,no
5201,swimming,no
5202,swimming,yes
5203,boat,no
5204,,no
5205,swimming,yes
5206,swimming,no
5207,swimming,no
5208,,no
5209,swimming,yes
5210,,no
5211,fishing,no
5212,,yes
5213,fishing,no
5214,fishing,no
5215,swimming,yes
5216,swimming,yes
5217,fishing,yes
5218,boat,no
5219,swimming,no
5220,swimming,yes
5221,fishing,no
5222,,no
5223,,yes
5224,swimming,yes
5225,swimming,no
5226,swimming,yes
5227,fishing,no
5228,,yes
5229,swimming,yes
5230,swimming,no
5231,swimming,yes
5232,swimming,yes
5233,swimming,yes
5234,,no
5235,surfing,yes
5236,swimming,no
5237,,yes
5238,,no
5239,swimming,yes
5240,swimming,no
5241,swimming,yes
5242,fishing,no
5243,,no
5244,swimming,yes
5245,,yes
5246,,no
5247,,no
5248,swimming,yes
5249,,no
5250,,yes
5251,swimming,no
5252,swimming,no
5253,swimming,no
5254,,no
5255,swimming,no
5256,swimming,no
5257,,no
5258,swimming,yes
5259,swimming,yes
5260,,yes
5261,,no
5262,,no
5263,swimming,no
5264,swimming,yes
5265,boat,no
5266,swimming,yes
5267,swimming,no
5268,swimming,no
5269,,yes
5270,,unknown
5271,swimming,no
5272,swimming,no
5273,,yes
5274,,yes
5275,fishing,no
5276,swimming,no
5277,fishing,yes
5278,boat,yes
5279,swimming,yes
5280,surfing,no
5281,swimming,no
5282,swimming,no
5283,,yes
5284,swimming,no
5285,,no
5286,swimming,yes
5287,swimming,yes
5288,boat,yes
5289,swimming,no
5290,swimming,yes
5291,swimming,no
5292,swimming,no
5293,swimming,no
5294,,yes
5295,swimming,no
5296,,no
5297,swimming,yes
5298,swimming,yes
5299,fishing,yes
5300,,no
5301,fishing,no
5302,swimming,no
5303,swimming,no
5304,swimming,no
5305,swimming,yes
5306,swimming,yes
5307,boat,yes
5308,swimming,no
5309,swimming,no
5310,swimming,yes
5311,swimming,yes
5312,swimming,no
5313,boat,yes
5314,,no
5315,swimming,yes
5316,boat,yes
5317,swimming,no
5318,swimming,no
5319,swimming,no
5320,swimming,no
5321,,no
5322,fishing,yes
5323,,yes
5324,,no
5325,surfing,no
5326,swimming,no
5327,fishing,no
5328,swimming,yes
5329,,no
5330,swimming,no
5331,,no
5332,,yes
5333,swimming,yes
5334,,no
5335,fishing,no
5336,,no
5337,fishing,no
5338,swimming,yes
5339,swimming,yes
5340,fishing,no
5341,swimming,no
5342,boat,yes
5343,,yes
5344,,no
5345,,no
5346,,no
5347,,unknown
5348,fishing,no
5349,,yes
5350,boat,yes
5351,swimming,no
5352,,no
5353,,no
5354,,no
5355,,no
5356,,no
5357,,yes
5358,swimming,yes
5359,fishing,no
5360,,no
5361,,no
5362,swimming,no
5363,swimming,yes
5364,swimming,yes
5365,,no
5366,swimming,yes
5367,swimming,yes
5368,swimming,no
5369,swimming,yes
5370,,no
5371,swimming,no
5372,swimming,no
5373,swimming,no
5374,swimming,no
5375,swimming,yes
5376,,yes
5377,,no
5378,swimming,yes
5379,,yes
5380,,no
5381,boat,yes
5382,swimming,no
5383,,yes
5384,swimming,yes
5385,swimming,no
5386,swimming,yes
5387,fishing,no
5388,swimming,yes
5389,fishing,no
5390,swimming,yes
5391,fishing,no
5392,swimming,yes
5393,,no
5394,swimming,no
5395,fishing,yes
5396,,no
5397,boat,yes
5398,fishing,no
5399,swimming,no
5400,swimming,no
5401,swimming,yes
5402,boat,no
5403,,yes
5404,swimming,no
5405,swimming,no
5406,surfing,no
5407,,yes
5408,fishing,no
5409,swimming,unknown
5410,,no
5411,,yes
5412,fishing,no
5413,boat,yes
5414,,no
5415,fishing,yes
5416,fishing,no
5417,swimming,no
5418,swimming,yes
5419,,yes
5420,,yes
5421,fishing,no
5422,,no
5423,swimming,yes
5424,boat,yes
5425,,no
5426,,no
5427,,no
5428,swimming,yes
5429,swimming,yes
5430,,yes
5431,fishing,no
5432,boat,yes
5433,,no
5434,boat,yes
5435,,yes
5436,,yes
5437,,yes
5438,boat,yes
5439,,no
5440,fishing,yes
5441,swimming,yes
5442,swimming,yes
5443,fishing,no
5444,fishing,yes
5445,swimming,no
5446,,no
5447,swimming,no
5448,swimming,no
5449,swimming,yes
5450,swimming,yes
5451,swimming,yes
5452,,no
5453,swimming,yes
5454,,no
5455,,no
5456,swimming,no
5457,fishing,yes
5458,fishing,yes
5459,boat,no
5460,,yes
5461,swimming,yes
5462,fishing,no
5463,fishing,yes
5464,fishing,no
5465,,no
5466,swimming,yes
5467,swimming,no
5468,swimming,yes
5469,swimming,no
5470,swimming,yes
5471,swimming,yes
5472,fishing,no
5473,swimming,no
5474,,yes
5475,swimming,yes
5476,,no
5477,swimming,yes
5478,,no
5479,swimming,yes
5480,,yes
5481,,no
5482,swimming,no
5483,swimming,yes
5484,,yes
5485,,yes
5486,swimming,no
5487,swimming,yes
5488,fishing,no
5489,,no
5490,swimming,no
5491,swimming,no
5492,,yes
5493,,no
5494,,yes
5495,fishing,yes
5496,swimming,no
5497,swimming,yes
5498,swimming,no
5499,swimming,no
5500,swimming,no
5501,swimming,no
5502,,no
5503,swimming,no
5504,,yes
5505,,yes
5506,boat,yes
5507,boat,no
5508,swimming,yes
5509,swimming,yes
5510,swimming,yes
5511,swimming,yes
5512,swimming,yes
5513,swimming,yes
5514,swimming,no
5515,swimming,no
5516,swimming,yes
5517,,yes
5518,fishing,no
5519,swimming,no
5520,swimming,yes
5521,swimming,yes
5522,,yes
5523,swimming,yes
5524,,yes
5525,swimming,yes
5526,fishing,yes
5527,swimming,yes
5528,swimming,yes
5529,fishing,no
5530,swimming,yes
5531,fishing,no
5532,,yes
5533,fishing,no
5534,swimming,no
5535,,no
5536,swimming,no
5537,swimming,no
5538,boat,no
5539,,yes
5540,,no
5541,swimming,no
5542,swimming,no
5543,fishing,no
5544,swimming,yes
5545,swimming,yes
5546,swimming,no
5547,swimming,no
5548,swimming,no
5549,swimming,yes
5550,swimming,no
5551,swimming,yes
5552,swimming,yes
5553,swimming,no
5554,swimming,no
5555,swimming,unknown
5556,,no
5557,swimming,no
5558,swimming,yes
5559,,no
5560,,no
5561,,no
5562,,no
5563,swimming,no
5564,,no
5565,,yes
5566,fishing,no
5567,swimming,no
5568,swimming,yes
5569,swimming,yes
5570,,yes
5571,swimming,yes
5572,,no
5573,swimming,no
5574,swimming,no
5575,,yes
5576,fishing,no
5577,boat,no
5578,swimming,no
5579,swimming,yes
5580,swimming,no
5581,,no
5582,,no
5583,fishing,no
5584,,yes
5585,,yes
5586,swimming,no
5587,swimming,no
5588,,yes
5589,swimming,no
5590,swimming,no
5591,swimming,yes
5592,,yes
5593,swimming,yes
5594,boat,yes
5595,,no
5596,swimming,yes
5597,swimming,no
5598,fishing,no
5599,boat,yes
5600,,no
5601,swimming,yes
5602,,no
5603,swimming,yes
5604,,yes
5605,,no
5606,swimming,no
5607,fishing,yes
5608,fishing,no
5609,,no
5610,fishing,yes
5611,boat,yes
5612,swimming,yes
5613,fishing,yes
5614,,no
5615,,unknown
5616,fishing,no
5617,swimming,yes
5618,,yes
5619,swimming,yes
5620,boat,yes
5621,swimming,no
5622,fishing,yes
5623,swimming,no
5624,swimming,yes
5625,swimming,yes
5626,,no
5627,swimming,yes
5628,swimming,no
5629,fishing,yes
5630,boat,no
5631,swimming,yes
5632,fishing,no
5633,swimming,yes
5634,fishing,no
5635,,yes
5636,swimming,no
5637,swimming,yes
5638,,no
5639,boat,yes
5640,,yes
5641,swimming,no
5642,swimming,yes
5643,swimming,no
5644,swimming,yes
5645,swimming,yes
5646,,no
5647,fishing,no
5648,swimming,no
5649,swimming,yes
5650,swimming,no
5651,,no
5652,fishing,no
5653,swimming,unknown
5654,swimming,no
5655,fishing,yes
5656,swimming,unknown
5657,swimming,yes
5658,swimming,no
5659,boat,yes
5660,swimming,yes
5661,swimming,yes
5662,,yes
5663,boat,no
5664,boat,yes
5665,,yes
5666,,yes
5667,,yes
5668,,yes
5669,swimming,no
5670,swimming,no
5671,swimming,no
5672,swimming,yes
5673,,yes
5674,,unknown
5675,,yes
5676,fishing,no
5677,swimming,no
5678,,no
5679,fishing,no
5680,,yes
5681,swimming,no
5682,,yes
5683,,yes
5684,fishing,no
5685,swimming,yes
5686,swimming,no
5687,swimming,no
5688,boat,no
5689,,yes
5690,,yes
5691,,no
5692,fishing,no
5693,,yes
5694,boat,yes
5695,swimming,no
5696,,no
5697,,yes
5698,fishing,no
5699,,no
5700,swimming,no
5701,swimming,no
5702,,no
5703,swimming,yes
5704,,no
5705,swimming,yes
5706,fishing,yes
5707,,no
5708,swimming,unknown
5709,swimming,unknown
5710,swimming,yes
5711,swimming,yes
5712,,no
5713,,yes
5714,,no
5715,swimming,yes
5716,swimming,yes
5717,fishing,no
5718,,yes
5719,fishing,no
5720,boat,yes
5721,swimming,no
5722,swimming,yes
5723,,yes
5724,,yes
5725,boat,yes
5726,boat,no
5727,,no
5728,,yes
5729,,no
5730,fishing,no
5731,boat,no
5732,,no
5733,,no
5734,,yes
5735,swimming,no
5736,,yes
5737,,yes
5738,boat,yes
5739,,yes
5740,swimming,no
5741,,no
5742,,yes
5743,,no
5744,swimming,yes
5745,,no
5746,boat,yes
5747,swimming,yes
5748,boat,no
5749,,no
5750,,no
5751,,no
5752,swimming,yes
5753,fishing,no
5754,swimming,yes
5755,,no
5756,,no
5757,swimming,no
5758,boat,no
5759,fishing,no
5760,swimming,no
5761,swimming,no
5762,swimming,yes
5763,boat,no
5764,,no
5765,swimming,no
5766,fishing,yes
5767,,no
5768,,no
5769,,yes
5770,swimming,yes
5771,swimming,no
5772,fishing,no
5773,boat,yes
5774,,yes
5775,boat,no
5776,,no
5777,boat,yes
5778,swimming,yes
5779,,yes
5780,swimming,yes
5781,,yes
5782,,yes
5783,,yes
5784,swimming,yes
5785,fishing,no
5786,swimming,no
5787,swimming,yes
5788,swimming,yes
5789,fishing,yes
5790,,yes
5791,,no
5792,,yes
5793,,no
5794,swimming,no
5795,swimming,no
5796,boat,no
5797,,no
5798,swimming,yes
5799,fishing,yes
5800,swimming,yes
5801,swimming,yes
5802,,yes
5803,,no
5804,,no
5805,swimming,no
5806,swimming,no
5807,swimming,yes
5808,,yes
5809,swimming,no
5810,swimming,no
5811,,yes
5812,,yes
5813,fishing,no
5814,swimming,yes
5815,boat,yes
5816,swimming,yes
5817,boat,no
5818,,no
5819,swimming,no
5820,,no
5821,swimming,yes
5822,swimming,yes
5823,fishing,no
5824,swimming,no
5825,swimming,no
5826,,no
5827,,no
5828,,no
5829,swimming,yes
5830,swimming,no
5831,fishing,no
5832,,no
5833,swimming,no
5834,,yes
5835,boat,no
5836,,yes
5837,swimming,no
5838,swimming,yes
5839,boat,yes
5840,fishing,no
5841,boat,no
5842,boat,yes
5843,swimming,yes
5844,swimming,yes
5845,,yes
5846,,no
5847,boat,yes
5848,,yes
5849,swimming,yes
5850,,yes
5851,swimming,no
5852,,yes
5853,fishing,no
5854,,no
5855,,no
5856,swimming,no
5857,,no
5858,,no
5859,fishing,no
5860,swimming,yes
5861,swimming,no
5862,boat,no
5863,,no
5864,fishing,yes
5865,swimming,yes
5866,swimming,no
5867,swimming,yes
5868,swimming,yes
5869,swimming,yes
5870,,no
5871,swimming,no
5872,,yes
5873,fishing,no
5874,,no
5875,swimming,yes
5876,swimming,no
5877,swimming,no
5878,boat,yes
5879,fishing,no
5880,fishing,no
5881,fishing,no
5882,swimming,no
5883,swimming,yes
5884,,yes
5885,boat,no
5886,boat,yes
5887,fishing,no
5888,,yes
5889,swimming,no
5890,fishing,no
5891,swimming,no
5892,swimming,no
5893,swimming,no
5894,swimming,yes
5895,,no
5896,,yes
5897,fishing,no
5898,,no
5899,,yes
5900,boat,no
5901,,no
5902,,no
5903,fishing,no
5904,fishing,no
5905,swimming,no
5906,,no
5907,swimming,yes
5908,,yes
5909,,no
5910,fishing,no
5911,swimming,no
5912,swimming,no
5913,swimming,no
5914,fishing,no
5915,swimming,no
5916,swimming,no
5917,swimming,no
5918,,no
5919,fishing,no
5920,,no
5921,,yes
5922,,yes
5923,,yes
5924,fishing,no
5925,swimming,yes
5926,swimming,no
5927,swimming,yes
5928,boat,yes
5929,boat,yes
5930,,no
5931,boat,yes
5932,swimming,yes
5933,,no
5934,swimming,no
5935,swimming,yes
5936,fishing,yes
5937,boat,no
5938,,yes
5939,,no
5940,,no
5941,swimming,no
5942,,yes
5943,swimming,yes
5944,,yes
5945,swimming,no
5946,,yes
5947,,yes
5948,boat,yes
5949,swimming,no
5950,,yes
5951,swimming,no
5952,swimming,yes
5953,swimming,no
5954,fishing,no
5955,boat,yes
5956,,no
5957,swimming,no
5958,swimming,yes
5959,,yes
5960,,yes
5961,,yes
5962,swimming,yes
5963,swimming,no
5964,,yes
5965,,no
5966,swimming,no
5967,,no
5968,swimming,yes
5969,,yes
5970,swimming,yes
5971,,no
5972,swimming,no
5973,,no
5974,boat,yes
5975,swimming,yes
5976,,no
5977,swimming,no
5978,swimming,yes
5979,swimming,no
5980,swimming,no
5981,fishing,yes
5982,swimming,no
5983,swimming,no
5984,swimming,yes
5985,,yes
5986,boat,yes
5987,,yes
5988,swimming,no
5989,swimming,no
5990,swimming,no
5991,swimming,yes
5992,swimming,yes
5993,,yes
5994,swimming,yes
5995,swimming,yes
5996,swimming,yes
5997,swimming,yes
5998,swimming,unknown
5999,swimming,yes
6000,boat,no
6001,swimming,yes
6002,,yes
6003,,yes
6004,swimming,yes
6005,swimming,no
6006,swimming,no
6007,swimming,no
6008,swimming,yes
6009,swimming,no
6010,,yes
6011,swimming,no
6012,boat,no
6013,,yes
6014,swimming,no
6015,fishing,no
6016,,yes
6017,,yes
6018,swimming,yes
6019,,no
6020,swimming,yes
6021,boat,yes
6022,swimming,yes
6023,,yes
6024,swimming,yes
6025,swimming,yes
6026,swimming,no
6027,swimming,yes
6028,swimming,yes
6029,,yes
6030,swimming,yes
6031,swimming,yes
6032,swimming,yes
6033,,yes
6034,swimming,yes
6035,boat,no
6036,swimming,no
6037,,no
6038,,no
6039,swimming,no
6040,,no
6041,swimming,yes
6042,,no
6043,,no
6044,,yes
6045,,no
6046,swimming,no
6047,boat,no
6048,,yes
6049,,yes
6050,swimming,no
6051,fishing,yes
6052,swimming,yes
6053,,no
6054,,yes
6055,,yes
6056,,yes
6057,boat,yes
6058,swimming,yes
6059,,yes
6060,,yes
6061,swimming,no
6062,,no
6063,surfing,yes
6064,,no
6065,swimming,yes
6066,swimming,yes
6067,,no
6068,,yes
6069,swimming,yes
6070,boat,no
6071,,no
6072,boat,yes
6073,boat,yes
6074,,no
6075,swimming,no
6076,swimming,no
6077,,yes
6078,,no
6079,swimming,yes
6080,,no
6081,,unknown
6082,swimming,yes
6083,,no
6084,swimming,yes
6085,fishing,no
6086,swimming,no
6087,,yes
6088,fishing,no
6089,fishing,yes
6090,,yes
6091,swimming,yes
6092,,yes
6093,,no
6094,boat,yes
6095,,yes
6096,swimming,no
6097,surfing,yes
6098,swimming,no
6099,swimming,no
6100,,yes
6101,,no
6102,swimming,yes
6103,,yes
6104,swimming,no
6105,,yes
6106,swimming,yes
6107,,no
6108,,no
6109,,yes
6110,,no
6111,,no
6112,swimming,yes
6113,swimming,yes
6114,swimming,yes
6115,swimming,no
6116,swimming,yes
6117,swimming,yes
6118,swimming,no
6119,,yes
6120,,yes
6121,swimming,yes
6122,,no
6123,swimming,yes
6124,,no
6125,,no
6126,,no
6127,,no
6128,,no
6129,,no
6130,,yes
6131,,yes
6132,boat,yes
6133,,yes
6134,fishing,yes
6135,,yes
6136,fishing,no
6137,swimming,yes
6138,,yes
6139,,yes
6140,swimming,yes
6141,,yes
6142,swimming,yes
6143,surfing,yes
6144,,yes
6145,,yes
6146,fishing,yes
6147,swimming,no
6148,swimming,yes
6149,,no
6150,,yes
6151,swimming,yes
6152,swimming,no
6153,,unknown
6154,swimming,yes
6155,swimming,yes
6156,swimming,yes
6157,,no
6158,,no
6159,swimming,yes
6160,swimming,no
6161,,yes
6162,swimming,no
6163,swimming,yes
6164,,no
6165,,unknown
6166,,unknown
6167,,unknown
6168,swimming,yes
6169,boat,unknown
6170,boat,yes
6171,swimming,unknown
6172,,unknown
6173,swimming,yes
6174,,no
6175,swimming,yes
6176,,no
6177,swimming,yes
6178,,yes
6179,boat,yes
6180,boat,yes
6181,fishing,no
6182,swimming,no
6183,swimming,yes
6184,swimming,yes
6185,swimming,no
6186,swimming,yes
6187,swimming,no
6188,swimming,yes
6189,,no
6190,,yes
6191,swimming,no
6192,,yes
6193,swimming,yes
6194,fishing,yes
6195,,no
6196,fishing,no
6197,swimming,no
6198,swimming,no
6199,,no
6200,,no
6201,surfing,no
6202,,yes
6203,swimming,yes
6204,fishing,no
6205,,yes
6206,,no
6207,swimming,no
6208,fishing,no
6209,fishing,yes
6210,fishing,no
6211,swimming,yes
6212,fishing,no
6213,swimming,yes
6214,swimming,no
6215,swimming,yes
6216,fishing,no
6217,surfing,no
6218,boat,no
6219,swimming,no
6220,swimming,yes
6221,fishing,no
6222,swimming,no
6223,,yes
6224,,no
6225,,no
6226,swimming,no
6227,swimming,yes
6228,swimming,no
6229,,yes
6230,swimming,no
6231,swimming,yes
6232,swimming,no
6233,,yes
6234,,yes
6235,swimming,no
6236,swimming,no
6237,swimming,no
6238,fishing,no
6239,swimming,no
6240,swimming,yes
6241,fishing,no
6242,swimming,no
6243,swimming,no
6244,,no
6245,,no
6246,fishing,no
6247,swimming,no
6248,swimming,yes
6249,,no
6250,swimming,no
6251,swimming,yes
6252,,yes
6253,,yes
6254,fishing,yes
6255,swimming,no
6256,swimming,no
6257,fishing,no
6258,,yes
6259,,yes
6260,,no
6261,swimming,no
6262,fishing,yes
6263,,yes
6264,,yes
6265,swimming,yes
6266,swimming,yes
6267,swimming,no
6268,swimming,no
6269,,yes
6270,,no
6271,,no
6272,swimming,no
6273,swimming,yes
6274,fishing,no
6275,swimming,no
6276,,yes
6277,,unknown
6278,swimming,yes
6279,,no
6280,swimming,no
6281,swimming,yes
6282,,yes
6283,fishing,no
6284,swimming,no
6285,swimming,yes
6286,swimming,yes
6287,boat,yes
6288,swimming,no
6289,fishing,yes
6290,,yes
6291,swimming,no
6292,,no
6293,fishing,yes
6294,fishing,yes
6295,fishing,yes
6296,swimming,yes
6297,swimming,yes
6298,swimming,yes
6299,swimming,yes
6300,,yes
6301,swimming,yes
