,activity,fatal_(y/n),month,australia,season
2249,surfing,no,june,,winter
2250,swimming,,june,,winter
2251,surfing,no,june,,winter
2252,fishing,no,may,,autumn
2253,surfing,no,may,,autumn
2254,surfing,no,may,,autumn
2255,fishing,no,may,,autumn
2256,fishing,no,may,,autumn
2257,surfing,no,april,,autumn
2258,swimming,no,february,australia,summer
2259,swimming,no,february,australia,summer
2260,other_activities,,february,,summer
2261,other_activities,no,february,,summer
2262,other_activities,no,february,australia,summer
2263,swimming,no,january,australia,summer
2264,surfing,yes,january,australia,summer
2265,fishing,yes,january,,summer
2266,other_activities,no,january,australia,summer
2267,surfing,,december,australia,summer
2268,surfing,no,december,,summer
2269,fishing,yes,december,,summer
2270,other_activities,no,december,,summer
2271,surfing,no,november,,spring
2272,surfing,no,november,,spring
2273,surfing,no,october,,spring
2274,surfing,no,october,,spring
2275,swimming,yes,october,,spring
2276,surfing,no,october,,spring
2277,surfing,no,october,,spring
2278,surfing,no,october,,spring
2279,other_activities,no,october,,spring
2280,swimming,no,september,,spring
2281,swimming,no,september,,spring
2282,surfing,no,september,,spring
2283,other_activities,no,september,,spring
2284,surfing,no,september,,spring
2285,other_activities,no,september,,spring
2286,fishing,no,september,,spring
2287,other_activities,no,august,,winter
2288,swimming,no,august,,winter
2289,fishing,no,august,,winter
2290,other_activities,no,july,,winter
2291,swimming,yes,july,,winter
2292,swimming,no,july,,winter
2293,swimming,no,july,,winter
2294,swimming,no,july,,winter
2295,other_activities,,july,,winter
2296,other_activities,no,july,,winter
2297,other_activities,no,july,,winter
2298,swimming,no,july,,winter
2299,surfing,no,june,,winter
2300,surfing,no,june,australia,winter
2301,surfing,no,june,,winter
2302,surfing,no,may,,autumn
2303,swimming,yes,may,australia,autumn
2304,surfing,no,may,,autumn
2305,swimming,yes,may,,autumn
2306,surfing,no,may,,autumn
2307,other_activities,,april,,autumn
2308,swimming,no,april,australia,autumn
2309,swimming,no,april,australia,autumn
2310,swimming,yes,april,,autumn
2311,swimming,no,march,australia,autumn
2312,fishing,no,march,australia,autumn
2313,swimming,no,february,australia,summer
2314,swimming,no,february,,summer
2315,other_activities,yes,february,,summer
2316,other_activities,no,february,,summer
2317,swimming,yes,february,,summer
2318,other_activities,yes,february,,summer
2319,swimming,no,february,australia,summer
2320,other_activities,no,january,,summer
2321,swimming,no,january,australia,summer
2322,swimming,no,january,,summer
2323,other_activities,,january,australia,summer
2324,other_activities,no,january,australia,summer
2325,surfing,yes,january,,summer
2326,other_activities,yes,,,
2327,surfing,no,,,
2328,other_activities,,december,,summer
2329,swimming,no,november,,spring
2330,other_activities,no,november,,spring
2331,other_activities,no,november,,spring
2332,other_activities,no,november,australia,spring
2333,other_activities,no,october,,spring
2334,surfing,no,october,,spring
2335,other_activities,no,october,australia,spring
2336,surfing,no,october,,spring
2337,surfing,no,september,,spring
2338,surfing,no,september,,spring
2339,surfing,no,september,,spring
2340,surfing,no,september,,spring
2341,swimming,no,september,,spring
2342,other_activities,yes,september,,spring
2343,swimming,yes,september,,spring
2344,swimming,yes,september,australia,spring
2345,surfing,no,september,,spring
2346,swimming,no,september,,spring
2347,surfing,no,august,,winter
2348,other_activities,no,august,,winter
2349,surfing,no,august,,winter
2350,surfing,no,august,,winter
2351,surfing,no,august,,winter
2352,swimming,no,august,,winter
2353,swimming,no,august,,winter
2354,surfing,no,august,,winter
2355,swimming,no,august,,winter
2356,fishing,no,august,,winter
2357,other_activities,no,august,,winter
2358,swimming,no,august,,winter
2359,surfing,no,august,,winter
2360,other_activities,no,august,,winter
2361,other_activities,no,august,,winter
2362,fishing,no,august,,winter
2363,swimming,no,august,,winter
2364,surfing,no,july,,winter
2365,surfing,no,july,,winter
2366,surfing,no,july,,winter
2367,other_activities,no,july,,winter
2368,other_activities,no,july,,winter
2369,swimming,no,july,,winter
2370,other_activities,no,july,,winter
2371,surfing,yes,july,,winter
2372,surfing,no,november,,spring
2373,surfing,no,july,,winter
2374,fishing,no,july,,winter
2375,surfing,no,july,,winter
2376,swimming,no,june,,winter
2377,other_activities,no,june,,winter
2378,other_activities,no,june,,winter
2379,surfing,no,june,,winter
2380,swimming,no,june,,winter
2381,swimming,no,june,,winter
2382,swimming,no,june,,winter
2383,swimming,yes,june,,winter
2384,swimming,yes,june,,winter
2385,swimming,yes,may,,autumn
2386,surfing,no,may,,autumn
2387,boat,yes,may,,autumn
2388,other_activities,,may,australia,autumn
2389,swimming,yes,may,,autumn
2390,other_activities,no,april,,autumn
2391,other_activities,no,april,,autumn
2392,swimming,no,april,australia,autumn
2393,swimming,yes,april,,autumn
2394,surfing,no,march,australia,autumn
2395,surfing,no,march,australia,autumn
2396,swimming,yes,march,,autumn
2397,swimming,no,february,,summer
2398,surfing,no,february,,summer
2399,swimming,yes,january,,summer
2400,surfing,no,january,,summer
2401,swimming,no,,,
2402,swimming,no,,australia,
2403,swimming,no,,,
2404,other_activities,,,,
2405,other_activities,no,december,,summer
2406,surfing,no,december,,summer
2407,surfing,no,december,,summer
2408,surfing,no,december,,summer
2409,other_activities,,december,,summer
2410,other_activities,no,december,australia,summer
2411,swimming,yes,december,,summer
2412,surfing,yes,december,,summer
2413,fishing,no,november,,spring
2414,surfing,no,november,,spring
2415,surfing,no,november,,spring
2416,surfing,no,october,,spring
2417,surfing,no,october,,spring
2418,other_activities,no,october,,spring
2419,surfing,no,october,,spring
2420,swimming,no,september,,spring
2421,surfing,no,september,,spring
2422,other_activities,yes,september,,spring
2423,other_activities,no,september,,spring
2424,other_activities,no,august,,winter
2425,surfing,no,july,,winter
2426,swimming,yes,july,,winter
2427,surfing,yes,july,,winter
2428,surfing,yes,july,,winter
2429,surfing,no,july,,winter
2430,surfing,no,july,,winter
2431,surfing,no,july,,winter
2432,fishing,no,june,,winter
2433,surfing,no,may,,autumn
2434,surfing,no,may,,autumn
2435,fishing,no,may,,autumn
2436,other_activities,no,may,,autumn
2437,other_activities,no,may,,autumn
2438,surfing,no,may,,autumn
2439,other_activities,no,april,,autumn
2440,other_activities,yes,april,,autumn
2441,other_activities,no,april,,autumn
2442,swimming,no,april,,autumn
2443,fishing,yes,april,,autumn
2444,swimming,no,march,,autumn
2445,swimming,no,march,,autumn
2446,other_activities,no,march,,autumn
2447,surfing,no,march,,autumn
2448,fishing,no,february,,summer
2449,surfing,no,february,,summer
2450,fishing,no,february,,summer
2451,surfing,no,february,,summer
2452,fishing,yes,february,,summer
2453,swimming,no,january,,summer
2454,surfing,yes,january,,summer
2455,surfing,no,january,,summer
2456,fishing,no,january,australia,summer
2457,swimming,no,january,australia,summer
2458,swimming,no,january,,summer
2459,other_activities,no,,,
2460,surfing,no,,,
2461,surfing,yes,december,,summer
2462,swimming,no,november,,spring
2463,swimming,yes,november,australia,spring
2464,surfing,no,november,,spring
2465,other_activities,yes,november,,spring
2466,surfing,no,october,,spring
2467,swimming,no,october,,spring
2468,other_activities,no,october,,spring
2469,surfing,no,october,,spring
2470,swimming,yes,september,,spring
2471,fishing,no,september,,spring
2472,surfing,no,september,,spring
2473,surfing,yes,september,,spring
2474,other_activities,no,september,,spring
2475,other_activities,no,september,,spring
2476,swimming,no,september,,spring
2477,fishing,no,august,,winter
2478,surfing,no,august,,winter
2479,surfing,no,august,,winter
2480,other_activities,no,august,,winter
2481,other_activities,no,august,,winter
2482,fishing,no,august,australia,winter
2483,swimming,no,august,,winter
2484,fishing,yes,august,,winter
2485,fishing,yes,august,,winter
2486,surfing,no,july,,winter
2487,other_activities,no,july,,winter
2488,swimming,yes,june,,winter
2489,other_activities,no,june,,winter
2490,swimming,yes,june,,winter
2491,swimming,yes,june,,winter
2492,surfing,no,june,,winter
2493,swimming,yes,june,australia,winter
2494,swimming,yes,june,australia,winter
2495,swimming,yes,june,,winter
2496,swimming,no,june,,winter
2497,other_activities,yes,may,,autumn
2498,swimming,yes,may,,autumn
2499,fishing,no,april,australia,autumn
2500,surfing,no,march,,autumn
2501,other_activities,no,march,,autumn
2502,other_activities,no,march,,autumn
2503,surfing,no,march,,autumn
2504,swimming,no,march,,autumn
2505,swimming,no,march,,autumn
2506,other_activities,no,february,,summer
2507,other_activities,no,february,,summer
2508,fishing,no,february,australia,summer
2509,other_activities,no,january,,summer
2510,fishing,no,january,australia,summer
2511,,no,january,,summer
2512,surfing,no,january,,summer
2513,surfing,no,,,
2514,other_activities,yes,may,,autumn
2515,fishing,no,,,
2516,swimming,no,,,
2517,fishing,no,december,,summer
2518,surfing,no,december,,summer
2519,swimming,no,november,,spring
2520,surfing,no,november,,spring
2521,surfing,no,november,,spring
2522,other_activities,no,november,,spring
2523,swimming,no,november,,spring
2524,swimming,no,november,,spring
2525,surfing,no,november,,spring
2526,other_activities,yes,november,,spring
2527,swimming,no,october,,spring
2528,surfing,no,october,,spring
2529,swimming,no,october,australia,spring
2530,other_activities,no,october,,spring
2531,surfing,yes,october,australia,spring
2532,other_activities,no,september,,spring
2533,surfing,no,september,,spring
2534,other_activities,no,september,,spring
2535,swimming,yes,september,,spring
2536,surfing,no,september,,spring
2537,swimming,no,august,,winter
2538,surfing,no,august,australia,winter
2539,fishing,no,august,,winter
2540,surfing,no,august,,winter
2541,swimming,no,august,,winter
2542,fishing,no,august,,winter
2543,fishing,no,july,,winter
2544,other_activities,no,july,,winter
2545,surfing,no,july,,winter
2546,surfing,no,july,,winter
2547,swimming,yes,june,,winter
2548,surfing,yes,june,,winter
2549,swimming,no,june,,winter
2550,fishing,no,june,,winter
2551,swimming,no,june,,winter
2552,swimming,no,may,,autumn
2553,surfing,yes,may,,autumn
2554,swimming,no,may,,autumn
2555,swimming,no,april,,autumn
2556,surfing,no,april,,autumn
2557,surfing,no,march,,autumn
2558,surfing,no,march,australia,autumn
2559,swimming,yes,march,,autumn
2560,fishing,no,march,,autumn
2561,surfing,no,march,,autumn
2562,other_activities,yes,february,,summer
2563,swimming,no,february,,summer
2564,surfing,no,february,australia,summer
2565,fishing,no,january,,summer
2566,other_activities,no,january,australia,summer
2567,swimming,no,january,,summer
2568,fishing,no,january,,summer
2569,fishing,no,january,,summer
2570,other_activities,no,january,,summer
2571,other_activities,no,january,,summer
2572,other_activities,yes,,,
2573,swimming,no,december,,summer
2574,swimming,yes,november,,spring
2575,swimming,no,november,,spring
2576,fishing,yes,november,,spring
2577,fishing,no,november,,spring
2578,other_activities,no,november,australia,spring
2579,surfing,no,october,,spring
2580,surfing,no,october,,spring
2581,fishing,no,september,,spring
2582,swimming,yes,september,australia,spring
2583,other_activities,no,august,australia,winter
2584,swimming,no,august,,winter
2585,other_activities,no,august,,winter
2586,fishing,no,august,,winter
2587,other_activities,no,july,,winter
2588,swimming,no,july,,winter
2589,swimming,no,july,,winter
2590,swimming,no,july,,winter
2591,surfing,no,july,,winter
2592,surfing,no,july,,winter
2593,other_activities,no,july,,winter
2594,other_activities,yes,june,,winter
2595,fishing,yes,june,,winter
2596,surfing,no,june,,winter
2597,swimming,no,june,,winter
2598,swimming,yes,june,,winter
2599,surfing,no,may,,autumn
2600,swimming,no,may,,autumn
2601,fishing,no,april,,autumn
2602,swimming,no,april,,autumn
2603,surfing,no,april,,autumn
2604,surfing,no,april,,autumn
2605,swimming,no,march,australia,autumn
2606,surfing,no,february,,summer
2607,fishing,no,february,,summer
2608,swimming,no,january,australia,summer
2609,surfing,no,january,australia,summer
2610,surfing,no,january,australia,summer
2611,other_activities,no,december,,summer
2612,swimming,no,november,australia,spring
2613,surfing,no,november,,spring
2614,surfing,no,november,,spring
2615,surfing,no,october,,spring
2616,surfing,no,october,,spring
2617,swimming,no,october,australia,spring
2618,surfing,no,october,australia,spring
2619,surfing,no,october,,spring
2620,surfing,no,october,,spring
2621,surfing,no,october,,spring
2622,fishing,no,september,,spring
2623,surfing,no,september,,spring
2624,other_activities,no,september,,spring
2625,swimming,no,august,,winter
2626,surfing,no,august,,winter
2627,surfing,no,august,,winter
2628,fishing,no,august,,winter
2629,other_activities,no,july,,winter
2630,surfing,no,july,,winter
2631,surfing,yes,june,,winter
2632,fishing,no,june,,winter
2633,fishing,no,may,,autumn
2634,swimming,no,may,australia,autumn
2635,swimming,no,may,australia,autumn
2636,surfing,no,may,,autumn
2637,surfing,no,april,,autumn
2638,surfing,no,april,australia,autumn
2639,swimming,yes,april,australia,autumn
2640,surfing,no,april,australia,autumn
2641,surfing,no,april,australia,autumn
2642,surfing,no,april,,autumn
2643,swimming,no,march,,autumn
2644,surfing,no,march,,autumn
2645,swimming,yes,february,,summer
2646,boat,no,february,,summer
2647,surfing,no,january,,summer
2648,surfing,,,,
2649,fishing,no,december,,summer
2650,other_activities,,december,australia,summer
2651,swimming,no,december,australia,summer
2652,surfing,no,november,australia,spring
2653,swimming,yes,november,,spring
2654,other_activities,no,november,,spring
2655,swimming,no,november,australia,spring
2656,swimming,no,october,australia,spring
2657,surfing,no,october,australia,spring
2658,swimming,no,october,,spring
2659,surfing,no,october,,spring
2660,swimming,no,october,,spring
2661,surfing,,october,australia,spring
2662,swimming,no,september,,spring
2663,fishing,no,september,,spring
2664,other_activities,no,september,,spring
2665,swimming,no,september,,spring
2666,surfing,no,september,,spring
